condition_id,exercise_id,recommendation_priority,evidence_strength,stage_of_rehab,severity_range,minimum_pain_score,maximum_pain_score,mobility_requirement,contraindication_flag,contraindication_applies_if,progression_order,clinical_goal,rationale_for_condition,phase,priority,is_core
COND0015,EX0087,4,High,maintenance,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",7,strength,"Selected for Carpal Tunnel Syndrome to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",maintenance,4,yes
COND0015,EX0088,3,High,acute,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",8,strength,"Selected for Carpal Tunnel Syndrome to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",acute,3,yes
COND0015,EX0089,2,Moderate,subacute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",9,motor control,"Selected for Carpal Tunnel Syndrome to address motor control deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",subacute,2,yes
COND0015,EX0090,1,High,chronic,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",10,strength,"Selected for Carpal Tunnel Syndrome to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",chronic,1,yes
COND0015,EX0091,1,High,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",11,strength,"Selected for Carpal Tunnel Syndrome to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0015,EX0092,1,High,acute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",12,strength,"Selected for Carpal Tunnel Syndrome to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0015,EX0093,1,High,subacute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",13,strength,"Selected for Carpal Tunnel Syndrome to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0015,EX0094,1,Moderate,chronic,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",14,ROM,"Selected for Carpal Tunnel Syndrome to address ROM deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0015,EX0095,1,Moderate,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",15,function,"Selected for Carpal Tunnel Syndrome to address function deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0015,EX0096,1,Moderate,acute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",16,function,"Selected for Carpal Tunnel Syndrome to address function deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0015,EX0097,1,Moderate,subacute,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",17,function,"Selected for Carpal Tunnel Syndrome to address function deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0015,EX0098,1,High,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",18,strength,"Selected for Carpal Tunnel Syndrome to address strength deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0015,EX0099,1,Moderate,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",19,function,"Selected for Carpal Tunnel Syndrome to address function deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0015,EX0100,1,Moderate,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",20,function,"Selected for Carpal Tunnel Syndrome to address function deficits in the elbow/wrist/hand region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0016,EX0101,10,Moderate,subacute,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",1,ROM,"Selected for Cervical Radiculopathy to address ROM deficits in the spine region while respecting stage, pain, mobility, and severity constraints.",subacute,10,yes
COND0016,EX0102,9,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",2,ROM,"Selected for Cervical Radiculopathy to address ROM deficits in the spine region while respecting stage, pain, mobility, and severity constraints.",chronic,9,yes
COND0016,EX0103,8,Moderate,maintenance,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",3,motor control,"Selected for Cervical Radiculopathy to address motor control deficits in the spine region while respecting stage, pain, mobility, and severity constraints.",maintenance,8,yes
COND0016,EX0104,7,Moderate,acute,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",4,motor control,"Selected for Cervical Radiculopathy to address motor control deficits in the spine region while respecting stage, pain, mobility, and severity constraints.",acute,7,yes
COND0016,EX0105,6,High,subacute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",5,strength,"Selected for Cervical Radiculopathy to address strength deficits in the spine region while respecting stage, pain, mobility, and severity constraints.",subacute,6,yes
COND0016,EX0106,5,Moderate,chronic,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",6,motor control,"Selected for Cervical Radiculopathy to address motor control deficits in the spine region while respecting stage, pain, mobility, and severity constraints.",chronic,5,yes
COND0016,EX0107,4,Moderate,maintenance,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",7,motor control,"Selected for Cervical Radiculopathy to address motor control deficits in the spine region while respecting stage, pain, mobility, and severity constraints.",maintenance,4,yes
COND0016,EX0108,3,Moderate,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",8,ROM,"Selected for Cervical Radiculopathy to address ROM deficits in the spine region while respecting stage, pain, mobility, and severity constraints.",acute,3,yes
COND0016,EX0109,2,Moderate,subacute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",9,motor control,"Selected for Cervical Radiculopathy to address motor control deficits in the spine region while respecting stage, pain, mobility, and severity constraints.",subacute,2,yes
COND0016,EX0110,1,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",10,ROM,"Selected for Cervical Radiculopathy to address ROM deficits in the spine region while respecting stage, pain, mobility, and severity constraints.",chronic,1,yes
COND0016,EX0111,1,Moderate,maintenance,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",11,ROM,"Selected for Cervical Radiculopathy to address ROM deficits in the spine region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0016,EX0112,1,High,acute,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",12,endurance,"Selected for Cervical Radiculopathy to address endurance deficits in the spine region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0016,EX0113,1,Moderate,subacute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",13,function,"Selected for Cervical Radiculopathy to address function deficits in the spine region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0016,EX0114,1,High,chronic,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",14,strength,"Selected for Cervical Radiculopathy to address strength deficits in the spine region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0016,EX0115,1,Moderate,maintenance,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",15,ROM,"Selected for Cervical Radiculopathy to address ROM deficits in the spine region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0016,EX0116,1,Moderate,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",16,ROM,"Selected for Cervical Radiculopathy to address ROM deficits in the spine region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
